"","x"
"1","PPT01"
"2","PPT02"
"3","PPT03"
"4","PPT04"
"5","PPT05"
"6","PPT06"
"7","PPT07"
"8","PPT08"
"9","PPT09"
"10","PPT10"
"11","PPT11"
"12","PPT12"
"13","Tmax01"
"14","Tmax02"
"15","Tmax03"
"16","Tmax04"
"17","Tmax05"
"18","Tmax06"
"19","Tmax07"
"20","Tmax08"
"21","Tmax09"
"22","Tmax10"
"23","Tmax11"
"24","Tmax12"
"25","Tmin01"
"26","Tmin02"
"27","Tmin03"
"28","Tmin04"
"29","Tmin05"
"30","Tmin06"
"31","Tmin07"
"32","Tmin08"
"33","Tmin09"
"34","Tmin10"
"35","Tmin11"
"36","Tmin12"
