id,lat,lon,el
1,60,-140,1779.054443
2,60,-139.75,1929.537598
3,60,-139.5,1624.650879
4,60,-139.25,1535.959717
5,60,-139,1600.26123
6,60,-138.75,1797.266846
7,60,-138.5,1586.227905
8,60,-138.25,1359.910278
9,60,-138,1107.4552
10,60,-137.75,977.4200439
11,60,-137.5,1114.168213
12,60,-137.25,1124.028198
13,60,-137,1060.226929
14,60,-136.75,1190.936279
15,60,-136.5,1419.770508
16,60,-136.25,1392.783203
17,60,-136,1270.859009
18,60,-135.75,1422.928711
19,60,-135.5,1536.269165
20,60,-135.25,1548.141357
21,60,-135,1262.494629
22,60,-134.75,1056.513672
23,60,-134.5,1006.861633
24,60,-134.25,905.6820679
25,60,-134,964.6356201
26,60,-133.75,918.746521
27,60,-133.5,1009.28009
28,60,-133.25,1100.676636
29,60,-133,1022.323242
30,60,-132.75,880.7826538
31,60,-132.5,835.477356
32,60,-132.25,946.9279785
33,60,-132,1087.143188
34,60,-131.75,1132.095093
35,60,-131.5,1249.960083
36,60,-131.25,1396.667114
37,60,-131,1333.681152
38,60,-130.75,1326.592163
39,60,-130.5,1374.184937
40,60,-130.25,1275.511475
41,60,-130,1029.456055
42,60,-129.75,925.4157715
43,60,-129.5,765.9355469
44,60,-129.25,727.6784668
45,60,-129,701.913147
46,60,-128.75,807.7091064
47,60,-128.5,874.4828491
48,60,-128.25,783.465332
49,60,-128,824.6912842
50,60,-127.75,894.0529175
51,60,-127.5,853.9216309
52,60,-127.25,862.9342651
53,60,-127,847.1104126
54,60,-126.75,878.28479
55,60,-126.5,879.7957764
56,60,-126.25,837.6008911
57,60,-126,908.194458
58,60,-125.75,1022.241699
59,60,-125.5,968.3960571
60,60,-125.25,870.4576416
61,60,-125,654.2957153
62,60,-124.75,724.1986694
63,60,-124.5,989.2207642
64,60,-124.25,831.6417236
65,60,-124,687.5325928
66,60,-123.75,375.5289612
67,60,-123.5,352.0635376
68,60,-123.25,356.3356934
69,60,-123,370.1382751
70,60,-122.75,374.0667419
71,60,-122.5,435.2669983
72,60,-122.25,457.0935364
73,60,-122,501.8190613
74,60,-121.75,524.8041382
75,60,-121.5,541.088562
76,60,-121.25,636.5979614
77,60,-121,641.5751953
78,60,-120.75,618.385376
79,60,-120.5,656.2315063
80,60,-120.25,653.7156982
81,60,-120,546.5788574
82,60,-119.75,487.6445923
83,60,-119.5,528.5574951
84,60,-119.25,575.4173584
85,60,-119,571.1732788
86,60,-118.75,574.5227051
87,60,-118.5,555.6437378
88,60,-118.25,558.0332642
89,60,-118,602.44104
90,60,-117.75,648.9749146
91,60,-117.5,737.1317749
92,60,-117.25,753.2856445
93,60,-117,483.6392822
94,60,-116.75,326.0184631
95,60,-116.5,293.4964294
96,60,-116.25,294.7801514
97,60,-116,289.4200134
98,60,-115.75,268.8356323
99,60,-115.5,266.6326294
100,60,-115.25,265.4387512
101,60,-115,269.8025818
102,60,-114.75,275.7320557
103,60,-114.5,279.815094
104,60,-114.25,282.089325
105,60,-114,285.442627
106,60,-113.75,269.1420288
107,60,-113.5,256.7762451
108,60,-113.25,230.2369843
109,60,-113,221.1356964
110,60,-112.75,210.7714081
111,60,-112.5,179.2799225
112,60,-112.25,175.0690918
113,60,-112,187.5715942
114,60,-111.75,197.3154144
115,60,-111.5,210.7757874
116,60,-111.25,242.1622467
117,60,-111,260.3534546
118,60,-110.75,291.1520081
119,60,-110.5,305.5324097
120,60,-110.25,318.9928894
121,60,-110,349.9000854
122,60,-109.75,359.1736145
123,60,-109.5,385.6394348
124,60,-109.25,411.4249268
125,60,-109,433.0458069
126,60,-108.75,454.1567993
127,60,-108.5,442.7888184
128,60,-108.25,434.5198975
129,59.75,-140,156.5933838
132,59.75,-139.25,624.4611816
133,59.75,-139,624.4611816
134,59.75,-138.75,1320.672119
135,59.75,-138.5,1320.672119
136,59.75,-138.25,993.1368408
137,59.75,-138,782.8009644
138,59.75,-137.75,902.5988159
139,59.75,-137.5,1468.807251
140,59.75,-137.25,1177.691528
141,59.75,-137,1157.59082
142,59.75,-136.75,1293.138184
143,59.75,-136.5,1255.699463
144,59.75,-136.25,1397.6875
145,59.75,-136,1410.705566
146,59.75,-135.75,1574.434082
147,59.75,-135.5,1623.578125
148,59.75,-135.25,1475.138794
149,59.75,-135,1148.152344
150,59.75,-134.75,1142.506958
151,59.75,-134.5,1296.424927
152,59.75,-134.25,1094.431274
153,59.75,-134,940.7896118
154,59.75,-133.75,869.9053345
155,59.75,-133.5,1030.40918
156,59.75,-133.25,1249.950195
157,59.75,-133,1240.138184
158,59.75,-132.75,1150.9646
159,59.75,-132.5,981.7127075
160,59.75,-132.25,870.6436768
161,59.75,-132,919.5426636
162,59.75,-131.75,979.3875732
163,59.75,-131.5,1103.118286
164,59.75,-131.25,1226.657593
165,59.75,-131,1305.039063
166,59.75,-130.75,1339.961914
167,59.75,-130.5,1432.15271
168,59.75,-130.25,1453.305054
169,59.75,-130,1203.788086
170,59.75,-129.75,1087.014282
171,59.75,-129.5,1062.036255
172,59.75,-129.25,967.6074829
173,59.75,-129,854.3485107
174,59.75,-128.75,783.6322632
175,59.75,-128.5,768.5690308
176,59.75,-128.25,686.638916
177,59.75,-128,670.2287598
178,59.75,-127.75,708.2539063
179,59.75,-127.5,738.602356
180,59.75,-127.25,740.213562
181,59.75,-127,780.0103149
182,59.75,-126.75,845.2578125
183,59.75,-126.5,828.2127686
184,59.75,-126.25,851.8820801
185,59.75,-126,1060.025635
186,59.75,-125.75,1188.447021
187,59.75,-125.5,1226.884644
188,59.75,-125.25,1208.071045
189,59.75,-125,907.184082
190,59.75,-124.75,774.0524292
191,59.75,-124.5,495.7958374
192,59.75,-124.25,453.2234497
193,59.75,-124,457.9179993
194,59.75,-123.75,358.2770691
195,59.75,-123.5,413.2347717
196,59.75,-123.25,454.8684387
197,59.75,-123,460.4059753
198,59.75,-122.75,474.8789978
199,59.75,-122.5,488.6001892
200,59.75,-122.25,487.1291809
201,59.75,-122,460.6613159
202,59.75,-121.75,454.6183167
203,59.75,-121.5,460.2020569
204,59.75,-121.25,495.8467712
205,59.75,-121,514.1274414
206,59.75,-120.75,522.0078125
207,59.75,-120.5,518.7236938
208,59.75,-120.25,511.2105103
209,59.75,-120,496.70047
210,59.75,-119.75,517.4006348
211,59.75,-119.5,569.3886719
212,59.75,-119.25,576.2213745
213,59.75,-119,578.2971191
214,59.75,-118.75,569.4544067
215,59.75,-118.5,591.9418335
216,59.75,-118.25,699.8526001
217,59.75,-118,671.0125732
218,59.75,-117.75,658.2719116
219,59.75,-117.5,620.569397
220,59.75,-117.25,495.4704895
221,59.75,-117,312.4555054
222,59.75,-116.75,303.743103
223,59.75,-116.5,309.3526917
224,59.75,-116.25,325.2455139
225,59.75,-116,331.1897278
226,59.75,-115.75,334.1121521
227,59.75,-115.5,340.2651672
228,59.75,-115.25,348.4619751
229,59.75,-115,359.9380798
230,59.75,-114.75,353.694519
231,59.75,-114.5,327.2092285
232,59.75,-114.25,316.1289673
233,59.75,-114,311.4515381
234,59.75,-113.75,310.2283936
235,59.75,-113.5,302.5952148
236,59.75,-113.25,280.2149658
237,59.75,-113,271.5903015
238,59.75,-112.75,261.041626
239,59.75,-112.5,256.8730469
240,59.75,-112.25,245.4650574
241,59.75,-112,216.821228
242,59.75,-111.75,214.8592529
243,59.75,-111.5,217.2489166
244,59.75,-111.25,242.1326599
245,59.75,-111,259.4561157
246,59.75,-110.75,291.9672546
247,59.75,-110.5,299.8937378
248,59.75,-110.25,310.3094482
249,59.75,-110,342.5525513
250,59.75,-109.75,355.3709717
251,59.75,-109.5,378.2340698
252,59.75,-109.25,375.6671448
253,59.75,-109,368.6933594
254,59.75,-108.75,375.4073181
255,59.75,-108.5,395.6040955
256,59.75,-108.25,435.0452576
259,59.5,-139.5,32.0646019
260,59.5,-139.25,624.4611816
261,59.5,-139,624.4611816
262,59.5,-138.75,648.2177734
263,59.5,-138.5,761.3272095
264,59.5,-138.25,810.0758057
265,59.5,-138,611.1575928
266,59.5,-137.75,616.6906128
267,59.5,-137.5,1285.260132
268,59.5,-137.25,1134.023682
269,59.5,-137,1106.605347
